,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Buyer,Cust_Age,TotalBought,TotalFamily,Class,TotPurch,DiscPer,DiscAcc
580,5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,2,41,215,4,Middle,10,50.0,Middle Acceptance
581,5314,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,2,64,444,3,Middle,13,53.84615384615385,Middle Acceptance
582,5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,2,48,47,4,Middle,4,25.0,Low Acceptance
583,5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,2,64,143,2,Lower,6,16.666666666666664,Low Acceptance
584,5756,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,2,32,55,3,Lower,5,40.0,Middle Acceptance
585,8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,2,44,63,4,Lower,7,57.14285714285714,Middle Acceptance
586,9058,1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,1,60,1867,1,Upper,21,4.761904761904762,Low Acceptance
587,5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,2,54,611,3,Middle,18,11.11111111111111,Low Acceptance
588,254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,2,60,473,3,Middle,15,20.0,Low Acceptance
589,4179,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,2,56,55,2,Lower,5,20.0,Low Acceptance
590,3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,1,31,81,2,Lower,5,40.0,Middle Acceptance
591,7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2,40,2086,2,Upper,21,0.0,Low Acceptance
592,4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1,50,1478,1,Upper,19,5.263157894736842,Low Acceptance
593,6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,2,38,49,3,Lower,4,25.0,Low Acceptance
594,3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,2,43,382,2,Middle,14,7.142857142857142,Low Acceptance
595,4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,2,40,69,3,Lower,6,50.0,Middle Acceptance
596,5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,1,46,67,2,Lower,5,20.0,Low Acceptance
597,7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,2,46,30,4,Middle,4,50.0,Middle Acceptance
598,6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,2,37,63,3,Lower,6,50.0,Middle Acceptance
599,3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,2,34,79,3,Lower,7,42.857142857142854,Middle Acceptance
600,10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,1,54,42,2,Lower,4,25.0,Low Acceptance
601,2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,2,55,819,3,Middle,20,15.0,Low Acceptance
602,7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1,60,1151,1,Upper,16,6.25,Low Acceptance
603,895,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,2,67,594,4,Middle,17,17.647058823529413,Low Acceptance
604,1177,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,2,49,129,4,Middle,7,57.14285714285714,Middle Acceptance
605,7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,1,29,213,2,Lower,8,50.0,Middle Acceptance
606,7232,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,1,42,67,2,Middle,5,40.0,Middle Acceptance
607,8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,1,59,28,4,Lower,4,25.0,Low Acceptance
608,2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,2,40,45,3,Lower,4,50.0,Middle Acceptance
609,988,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,2,50,1193,2,Upper,17,5.88235294117647,Low Acceptance
610,7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,1,46,268,1,Lower,10,20.0,Low Acceptance
611,4587,1944,Master,Widow,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,1,71,266,1,Middle,11,9.090909090909092,Low Acceptance
612,6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,2,42,37,3,Lower,4,25.0,Low Acceptance
613,6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,2,48,37,5,Lower,5,40.0,Middle Acceptance
614,10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,1,46,882,1,Middle,22,13.636363636363635,Low Acceptance
615,3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,41,373,4,Middle,13,38.46153846153847,Middle Acceptance
616,8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,1,50,35,4,Lower,4,50.0,Middle Acceptance
617,1503,1976,PhD,Together,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,39,107,4,Upper,1,0.0,Low Acceptance
618,8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,1,37,42,3,Middle,4,25.0,Low Acceptance
619,10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,2,55,326,3,Lower,12,41.66666666666667,Middle Acceptance
620,2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,2,54,404,3,Middle,14,21.428571428571427,Low Acceptance
621,6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,1,44,95,1,Lower,5,20.0,Low Acceptance
622,10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,1,66,939,1,Upper,13,7.6923076923076925,Low Acceptance
623,10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,37,33,2,Lower,4,25.0,Low Acceptance
624,6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,2,60,981,2,Upper,20,5.0,Low Acceptance
625,3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,2,39,36,3,Lower,5,40.0,Middle Acceptance
626,10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1,40,1237,2,Upper,19,5.263157894736842,Low Acceptance
627,4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,2,55,1825,3,Upper,27,25.925925925925924,Low Acceptance
628,3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,1,38,103,3,Lower,6,50.0,Middle Acceptance
629,5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,1,38,191,2,Lower,9,33.33333333333333,Middle Acceptance
630,10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,2,45,1586,3,Upper,23,8.695652173913043,Low Acceptance
631,9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,2,57,963,2,Upper,13,7.6923076923076925,Low Acceptance
632,5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,2,45,889,3,Middle,21,23.809523809523807,Low Acceptance
633,4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,1,55,93,1,Lower,6,16.666666666666664,Low Acceptance
634,8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1,42,1587,1,Upper,20,5.0,Low Acceptance
635,8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,53,16,4,Middle,3,33.33333333333333,Middle Acceptance
636,6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1,63,1375,1,Upper,31,3.225806451612903,Low Acceptance
637,944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,2,53,393,3,Middle,13,7.6923076923076925,Low Acceptance
638,1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1,65,1477,2,Upper,21,23.809523809523807,Low Acceptance
639,701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,2,44,1179,3,Upper,16,12.5,Low Acceptance
640,3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,2,55,1005,3,Upper,22,18.181818181818183,Low Acceptance
641,4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,2,67,1348,2,Upper,20,5.0,Low Acceptance
642,2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1,56,1307,2,Upper,19,21.052631578947366,Low Acceptance
643,2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,51,486,2,Middle,13,15.384615384615385,Low Acceptance
644,1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2,68,2252,2,Upper,12,8.333333333333332,Low Acceptance
645,4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2,44,235,4,Middle,10,70.0,High Acceptance
646,4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,2,45,1724,2,Upper,30,0.0,Low Acceptance
647,3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,45,235,2,Middle,10,10.0,Low Acceptance
648,4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,2,38,1092,3,Upper,25,12.0,Low Acceptance
649,10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,2,57,599,3,Upper,15,13.333333333333334,Low Acceptance
650,4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1,55,2008,1,Upper,19,0.0,Low Acceptance
651,6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,2,30,48,3,Lower,4,50.0,Middle Acceptance
652,6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,2,41,1174,3,Upper,27,18.51851851851852,Low Acceptance
653,4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,2,65,67,3,Middle,6,16.666666666666664,Low Acceptance
654,3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1,60,365,2,Middle,13,15.384615384615385,Low Acceptance
655,2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,2,62,165,3,Middle,8,25.0,Low Acceptance
656,946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,2,57,210,2,Lower,9,22.22222222222222,Low Acceptance
657,3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,2,68,1095,3,Upper,25,4.0,Low Acceptance
658,6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,1,49,223,4,Middle,8,50.0,Middle Acceptance
659,55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,2,52,597,3,Middle,18,22.22222222222222,Low Acceptance
660,7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,2,30,22,3,Lower,3,33.33333333333333,Middle Acceptance
661,5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,40,1064,2,Middle,23,4.3478260869565215,Low Acceptance
662,1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,2,35,74,2,Lower,5,20.0,Low Acceptance
663,8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,2,59,26,2,Lower,4,25.0,Low Acceptance
664,10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,2,56,60,2,Lower,4,25.0,Low Acceptance
665,8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,2,41,20,3,Middle,3,33.33333333333333,Middle Acceptance
666,1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,1,28,59,2,Lower,5,40.0,Middle Acceptance
667,11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,2,47,34,3,Lower,4,25.0,Low Acceptance
668,7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,44,198,4,Middle,9,33.33333333333333,Middle Acceptance
669,9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,2,51,1048,3,Middle,25,12.0,Low Acceptance
670,10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,1,53,574,3,Middle,16,31.25,Low Acceptance
671,9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1,45,1029,2,Upper,13,30.76923076923077,Low Acceptance
672,3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,2,35,670,3,Upper,18,11.11111111111111,Low Acceptance
673,2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,40,990,2,Middle,14,14.285714285714285,Low Acceptance
674,6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2,41,11,4,Lower,3,33.33333333333333,Middle Acceptance
675,4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,2,52,1241,3,Upper,18,16.666666666666664,Low Acceptance
676,9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,1,36,576,1,Upper,16,6.25,Low Acceptance
677,8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,2,30,172,3,Lower,8,50.0,Middle Acceptance
678,9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,1,35,664,1,Upper,19,5.263157894736842,Low Acceptance
679,2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,52,928,2,Upper,21,9.523809523809524,Low Acceptance
680,4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,1,48,2074,1,Upper,29,3.4482758620689653,Low Acceptance
681,75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,2,33,467,2,Middle,14,7.142857142857142,Low Acceptance
682,10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,2,60,257,3,Lower,10,20.0,Low Acceptance
683,6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,2,48,1146,2,Upper,16,6.25,Low Acceptance
684,10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,1,39,689,2,Upper,18,11.11111111111111,Low Acceptance
685,9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,1,43,2114,1,Upper,21,4.761904761904762,Low Acceptance
686,1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,2,33,1717,2,Upper,29,51.724137931034484,Middle Acceptance
687,10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,2,26,1346,2,Upper,20,5.0,Low Acceptance
688,7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,2,46,1044,2,Upper,14,7.142857142857142,Low Acceptance
689,7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,1,55,493,2,Middle,16,37.5,Middle Acceptance
690,143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,1,45,957,1,Middle,12,8.333333333333332,Low Acceptance
691,450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,2,57,270,3,Middle,9,33.33333333333333,Middle Acceptance
692,9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,2,63,29,2,Lower,4,25.0,Low Acceptance
693,6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,1,66,121,3,Middle,6,50.0,Middle Acceptance
694,9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,2,54,126,4,Middle,7,14.285714285714285,Low Acceptance
695,8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,1,20,23,1,Lower,3,33.33333333333333,Middle Acceptance
696,2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,1,66,57,3,Lower,5,60.0,Middle Acceptance
697,10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,1,54,636,1,Middle,18,11.11111111111111,Low Acceptance
698,1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,2,55,1004,2,Upper,27,3.7037037037037033,Low Acceptance
699,9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,1,42,734,2,Upper,17,17.647058823529413,Low Acceptance
700,10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2,37,614,4,Upper,18,11.11111111111111,Low Acceptance
701,6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1,37,1453,2,Upper,18,16.666666666666664,Low Acceptance
702,8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1,27,1621,1,Upper,14,7.142857142857142,Low Acceptance
703,968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,47,187,2,Middle,9,33.33333333333333,Middle Acceptance
704,6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,2,29,1443,3,Upper,20,10.0,Low Acceptance
705,4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,1,45,57,2,Lower,5,20.0,Low Acceptance
706,6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,1,64,637,2,Middle,18,11.11111111111111,Low Acceptance
707,3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,2,67,948,3,Upper,11,27.27272727272727,Low Acceptance
708,4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,2,44,59,3,Lower,4,25.0,Low Acceptance
709,1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,2,29,18,3,Lower,3,33.33333333333333,Middle Acceptance
710,1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,1,50,903,2,Middle,22,18.181818181818183,Low Acceptance
711,1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,40,112,2,Lower,6,33.33333333333333,Middle Acceptance
712,1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,2,62,596,2,Middle,17,17.647058823529413,Low Acceptance
713,6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,2,33,233,3,Middle,10,30.0,Low Acceptance
714,10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,2,40,1511,2,Upper,10,10.0,Low Acceptance
715,3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1,55,1152,1,Upper,16,6.25,Low Acceptance
716,1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,2,37,48,3,Lower,5,40.0,Middle Acceptance
717,10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1,45,1185,2,Middle,25,24.0,Low Acceptance
718,1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,57,21,3,Middle,3,33.33333333333333,Middle Acceptance
